"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
66872,3/31/2026 0:00:00,21094,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,0,0,188484294,0,254434301,0,0,0,17538860,0,0,0,0,6240000,0,0,1994065,1978008,0,0,0,0,0,0,1400351,1349127,0,0,1400351,1349127,0,0,7999011,7852327,0,0,14367276,14023667,0,0,22366287,21875994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3608079,3597907,0,0,979521,979334,0,0,0,0,0,30348303,29780370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29780370,0,0,2211000,0,1441815,1108121,4760936,14967900,11595605,4984245,1885435,1108121,34541306,0,0,0,0,0,3919195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81662376,1796796,0,0,1796796,0,0,0,9373934,74085238,0,74085238,0,33291537,30348853,2942684,0,0,29780370,2812140,25776307,1191923,0,0,0
66877,3/31/2026 0:00:00,21099,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985000,1985000,0,0,1985000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530666,7292000,4461000,0,0,15283666,0,0,0,1985000,0,0,0,0,100000,100000,4027666,7788000,5453000,0,100000,17368666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4536298,94411,0,0,94411,0,0,0,319869,4310840,0,4310840,0,0,0,0,0,0,0,0,0,0,0,0,0
66878,3/31/2026 0:00:00,21100,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245000,1992000,1245000,0,0,4482000,0,0,0,0,0,0,0,0,222607,222607,1245000,1992000,1245000,0,222607,4704607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3261068,122837,0,0,122837,0,0,0,258987,3124918,0,3124918,0,0,0,0,0,0,0,0,0,0,0,0,0
66886,3/31/2026 0:00:00,21107,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278635627,0,0,63595762,0,115806685,0,0,0,0,0,0,0,0,18000000,0,0,0,0,29817938,29498488,800582,809746,57281038,54833386,25961041,25751832,87098976,84331874,26761623,26561578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230371,2222503,0,0,0,0,0,0,0,0,0,0,2230371,2222503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87098976,28991994,28784081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748000,2748000,3250000,0,0,6746000,0,0,28784081,87098977,0,2220237,0,0,1900000,4120237,31037117,18023028,33403929,36407505,7877716,126749295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5127202,0,0,0,0,0,5076830,0,0,0,33644863,1604000,0,0,1604000,0,0,0,3356776,31892087,0,31892087,0,0,0,0,0,0,0,0,0,0,0,0,0
66899,3/31/2026 0:00:00,21120,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457000,4720000,0,0,0,8177000,0,0,0,0,0,0,0,0,105509,105509,3457000,4720000,0,0,105509,8282509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3193591,42452,0,0,42452,0,0,0,130204,3105839,0,3105839,0,0,0,0,0,0,0,0,0,0,0,0,0
66913,3/31/2026 0:00:00,21134,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1181414,0,0,0,0,0,0,1200000,1181414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14047231,14645373,0,0,0,0,0,0,15247231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575000,2400000,1500000,0,0,4475000,0,0,0,15247231,0,231611,0,0,0,231611,4720231,6435611,6550000,2248000,0,19953842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3896422,157395,0,0,157395,0,0,0,390121,3663696,0,3663696,0,0,0,0,0,0,0,0,0,0,0,0,0
66924,3/31/2026 0:00:00,21145,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162098400,0,96132602,0,0,0,0,0,2494967,0,0,55051720,0,0,0,0,0,0,0,0,0,0,81443350,74650998,0,0,81443350,74650998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13897035,12207533,0,0,442362,437496,0,0,1262655,1247322,0,97045402,88543349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295165,0,0,1295165,1295165,0,0,0,0,0,0,1295165,0,88543349,0,30000000,1900000,715000,0,1137282,33752282,48002047,5683789,30302476,37133189,2469295,123590796,0,0,0,0,0,2873227,0,0,0,0,700401,0,0,0,0,0,340056,0,0,0,2090381,0,0,0,52566457,6225799,0,0,6225799,0,0,0,4136905,54655351,0,54655351,0,6648050,6648050,0,0,0,89838514,18211776,68646754,0,2979984,0,0
66929,3/31/2026 0:00:00,21150,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20297100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1491790,0,0,319893,321474,0,0,1819893,1813264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26827883,26921588,0,0,0,0,0,28647776,28734852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28734852,0,0,46100,0,0,419826,465926,4992059,13388211,9654908,745774,419826,29200778,0,1750,0,1750,3037379,2549851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11678575,181120,0,0,181120,0,0,0,534624,11325071,0,11325071,0,0,0,0,0,0,0,0,0,0,0,0,0
66933,3/31/2026 0:00:00,21154,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450000,3250000,625000,0,10000,6335000,0,0,0,0,31281,0,0,0,0,31281,2481281,3250000,625000,0,10000,6366281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147074,19494,0,0,19494,0,0,0,112498,3054070,0,3054070,0,0,0,0,0,0,0,0,0,0,0,0,0
66942,3/31/2026 0:00:00,21163,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416937,0,0,0,1416937,0,0,0,0,0,64790,0,0,0,64790,0,1481727,0,0,0,1481727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5079123,10748,0,0,10748,0,0,0,270787,4819084,0,4819084,0,0,0,0,0,0,0,0,0,0,0,0,0
66954,3/31/2026 0:00:00,21175,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725670,2726812,0,0,5857173,5749788,0,0,15858864,14684929,0,0,21716037,20434717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24441707,23161529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450000,1750000,1248000,0,0,7448000,0,0,23161529,0,0,0,0,0,75930,75930,9314558,7500176,8188295,4920722,761708,30685459,0,0,0,0,0,0,0,0,520209,0,0,0,0,0,0,0,0,0,0,0,273678,0,0,0,4864426,256904,0,0,256904,0,0,0,558226,4563104,0,4563104,0,0,0,0,0,0,0,0,0,0,0,0,0
66956,3/31/2026 0:00:00,21177,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22127100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9828015,8266624,15666,15869,18019,18241,15666,15869,9846034,8284865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11616433,10383131,0,0,0,0,0,0,0,0,15666,21462467,18667996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18667995,15666,74200,0,0,0,84531,158731,1495227,3510889,4041800,5970541,3823935,18842392,0,0,0,0,0,0,0,0,0,0,0,0,161541,0,0,0,0,0,0,0,0,0,0,0,12287835,617658,0,0,617658,0,0,0,633406,12272087,0,12272087,0,0,0,0,0,0,0,0,0,0,0,0,0
66965,3/31/2026 0:00:00,21186,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94699552,0,0,33323340,0,56257168,0,22561251,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100000,0,0,0,0,1205964,0,0,0,0,1205964,1305964,0,0,0,0,1305964,0,0,0,0,1417158,3782340,0,0,0,0,0,0,0,0,0,0,0,0,670614,0,0,0,0,0,41714979,1460262,0,0,1460262,0,0,0,3141688,40033553,0,40033553,0,0,0,0,0,0,0,0,0,0,0,0,0
66967,3/31/2026 0:00:00,21188,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,5818887,0,0,0,0,0,0,0,0,0,0,0,31500000,31394010,0,0,0,0,0,0,31500000,31394010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31500000,31394010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31394010,0,0,0,0,531875,3561469,4093344,3942620,11983060,15468330,531875,3561469,35487354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20243222,908434,0,0,908434,0,0,0,1014494,20137162,0,20137162,0,0,0,0,0,0,0,0,0,0,0,0,0
66970,3/31/2026 0:00:00,21191,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370094,344100,535849,461143,2947169,2699954,0,0,7278677,7201881,535849,461143,10225846,9901835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13688985,13356570,0,0,0,0,535849,24284925,23602505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,700000,0,0,23602503,535846,0,0,0,0,121585,121585,4763676,7456936,10678452,1939285,121585,24959934,0,2708,0,2708,0,0,0,0,8254935,835693,0,0,0,0,0,0,0,0,0,0,1145918,0,0,0,5456719,169416,0,0,169416,0,0,0,483789,5142346,0,5142346,0,0,0,0,0,0,0,0,0,0,0,0,0
66973,3/31/2026 0:00:00,21194,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100974000,0,136388283,0,0,0,0,0,0,0,0,16000000,0,0,101861471,101310707,0,0,30000000,29722797,0,0,0,0,0,0,30000000,29722797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131861471,131033504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131033504,0,760100,517453,0,0,0,1277553,54064347,36152097,42094613,0,0,132311057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47680893,874715,0,0,874715,0,0,0,2703352,45852256,0,45852256,0,0,0,0,0,0,0,0,0,0,0,0,0
66980,3/31/2026 0:00:00,21201,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5840000,1917000,2228000,0,0,9985000,0,0,0,0,0,0,0,0,151696,151696,5840000,1917000,2228000,0,151696,10136696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,2172065,55508,0,0,55508,0,0,0,163925,2063648,0,2063648,0,0,0,0,0,0,0,0,0,0,0,0,0
66983,3/31/2026 0:00:00,21204,Subm,0,0,0,24435121,0,0,0,0,0,0,0,0,0,0,0,0,0,23591788,0,34999913,0,0,0,4000000,0,0,0,0,0,0,0,7943464,7944290,0,0,0,0,0,0,832908,808742,0,0,832908,808742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5752000,5757406,0,0,0,0,0,14528372,14510438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8436000,5580000,0,0,0,14016000,0,0,14510438,0,0,0,1223100,1428771,724072,3375943,17173411,10753359,1822768,1428771,724072,31902381,0,0,0,0,327919,2842870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70593307,3085995,0,0,3085995,0,0,0,4405843,69273459,0,69273459,0,0,0,0,0,0,0,0,0,0,0,0,0
66998,3/31/2026 0:00:00,21219,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42192102,0,0,0,0,0,0,0,0,0,0,0,0,0,19980240,19632600,0,0,0,0,0,0,49895069,43945672,0,0,49895069,43945672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69875309,63578272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63578271,0,0,1686300,0,1950844,1148042,4785186,19832904,2502952,0,10244106,35783495,68363457,0,-16099,0,-16099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100967053,2114041,0,0,2114041,0,0,0,7735398,95345696,0,95345696,0,0,0,0,0,0,0,0,0,0,0,0,0
66999,3/31/2026 0:00:00,21220,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13159580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,748000,0,0,0,998000,0,0,0,0,0,0,0,0,49493,49493,250000,748000,0,0,49493,1047493,0,0,0,0,0,0,0,0,582118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729889,81334,0,0,81334,0,0,0,113581,1697642,0,1697642,0,0,0,0,0,0,0,0,0,0,0,0,0
67000,3/31/2026 0:00:00,21221,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2237750,5468000,1494000,0,0,9199750,0,0,0,0,0,0,0,0,221561,221561,2237750,5468000,1494000,0,221561,9421311,0,0,0,0,0,0,0,0,2351910,388462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8714976,330137,0,0,330137,0,0,0,581835,8463278,0,8463278,0,0,0,0,0,0,0,0,0,0,0,0,0
67003,3/31/2026 0:00:00,21224,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354691,111671,0,0,0,1466362,0,0,0,0,0,0,0,0,25967,25967,1354691,111671,0,0,25967,1492329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648107,200017,0,0,200017,0,0,0,59683,788441,0,788441,0,0,0,0,0,0,0,0,0,0,0,0,0
67005,3/31/2026 0:00:00,21226,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790000,776098,0,0,1684366,1643089,0,0,0,0,0,0,1684366,1643089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674632,4160308,3248915,449658,0,10533513,0,0,0,2474366,0,164040,0,0,0,164040,3194389,5792674,3535198,649658,0,13171919,0,0,0,0,0,968949,0,0,2492393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3738364,132600,0,0,132600,0,0,0,345449,3525515,0,3525515,0,0,0,0,0,0,0,0,0,0,0,0,0
67009,3/31/2026 0:00:00,21230,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100000,5400000,0,0,0,8500000,0,0,0,0,0,0,0,0,57600,57600,3100000,5400000,0,0,57600,8557600,0,0,0,0,0,0,0,0,386530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617415,207116,0,0,207116,0,0,0,158647,1665884,0,1665884,0,0,0,0,0,0,0,0,0,0,0,0,0
67012,3/31/2026 0:00:00,21233,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,27989454,0,40030684,0,0,0,0,0,1000000,0,0,2000000,0,0,0,0,0,0,1000000,863949,0,0,18583817,18157231,0,0,19583817,19021180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19583817,19021180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978000,2246000,0,0,0,8224000,0,0,19021180,0,0,875250,0,0,508818,1384068,16348707,4748015,2545836,3735138,1251552,28629248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27279181,746594,0,0,746594,0,0,0,2295771,25730004,0,25730004,0,0,0,0,0,0,0,0,0,0,0,0,0
