"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
320,3/31/2026 0:00:00,174,0,14307862,629752,0,1,0,499755,0,0,0,0,0,0,0,0,0,0,0,0,9885361,5280192,0,272675,0,15438228,0,0,0,0,0,0,0,-390017,0,47250,0,0,0,47250,0,0,0,0,0,113033847,0,0,0,0,0,0,0,0,01/01/2023,73200,124198316,0,0,0,0,0,0,0,0,0,0,0,161980,0,0,0,0,0,0,0,0,0,0
340,3/31/2026 0:00:00,183,0,17664902,1907055,0,1,0,3532424,0,0,0,0,0,0,0,0,0,0,0,0,14930554,21954839,36389635,29072781,0,102347810,0,0,0,0,0,0,0,-8847384,0,983282,0,0,0,983282,0,0,0,0,0,648065213,0,0,0,0,0,0,0,0,01/01/2023,187522,706457098,0,0,0,0,0,0,0,0,0,0,0,1008307,0,0,0,0,0,0,0,0,0,0
352,3/31/2026 0:00:00,188,0,11938319,6728418,642704,1,0,3505247,0,757276,0,0,254264,1011539,0,0,0,0,0,0,1126790,14549335,4125709,1542512,0,21344346,16091,0,0,0,0,16091,0,-977845,0,850000,0,0,0,850000,0,0,0,0,0,443738829,0,0,0,0,0,0,0,0,07/01/2023,2118956,493688727,0,0,0,0,0,0,0,0,0,0,0,511326,0,0,-25423,0,0,0,0,0,0,0
361,3/31/2026 0:00:00,193,0,2234845,15069811,0,1,0,7606317,0,0,0,0,0,0,0,0,0,0,0,0,5581571,6918650,7683571,9425156,986076,30595024,0,0,0,0,0,0,0,-2563045,0,1321878,0,0,140,1322018,0,0,0,0,17885,656884318,0,0,0,0,0,0,0,0,01/01/2023,2113427,712110340,0,0,0,0,0,0,0,0,0,0,0,1196075,0,0,0,0,0,0,0,0,0,0
367,3/31/2026 0:00:00,199,0,1113558,609284,0,1,0,205568,0,0,0,0,0,0,0,0,0,0,0,0,0,663422,4967824,0,0,5631246,3500000,500000,0,0,0,4000000,0,-17814,0,-31408,0,0,0,-31408,0,0,0,0,0,30767094,0,0,0,0,0,0,0,0,03/01/2023,395391,33391852,0,0,0,0,0,0,0,0,0,0,0,88469,0,0,0,0,0,0,0,0,0,0
370,3/31/2026 0:00:00,201,0,0,246317,0,1,0,56300,0,0,0,0,0,0,0,0,0,0,0,0,0,26977,104175,141941,13467,286560,3037000,2099000,350000,0,0,5486000,0,-6513,0,0,0,0,0,0,0,0,0,0,0,17851873,0,0,0,0,0,0,0,0,01/01/2023,0,19941788,0,0,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0,0,0,0,0,0
373,3/31/2026 0:00:00,203,0,77981,1398625,147168,1,0,403916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7140135,10640041,9353134,8846629,300000,36279939,0,0,0,46161,0,0,0,46161,0,0,0,0,0,103270352,0,0,0,0,0,0,0,0,03/01/2023,192744,113335940,0,0,0,0,0,0,0,0,0,0,0,139511,0,0,0,0,0,0,0,0,0,0
376,3/31/2026 0:00:00,206,0,0,69328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8136740,0,0,0,0,0,0,0,0,,0,9386305,0,0,0,0,0,0,0,0,0,0,0,6618,0,0,0,0,0,0,0,0,0,0
378,3/31/2026 0:00:00,208,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176614,0,0,176614,0,0,0,0,0,0,0,-23386,0,0,0,0,0,0,0,0,0,0,0,5112094,0,0,0,0,0,0,0,0,,0,6907027,0,0,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0
383,3/31/2026 0:00:00,211,0,0,126688,0,1,0,3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3848,221338,294256,22214,0,541657,0,0,0,4701,0,0,0,4701,0,0,0,0,0,39987333,0,0,0,0,0,0,0,0,03/01/2023,38945,46281914,0,0,0,0,0,0,0,0,0,0,0,30272,0,0,0,0,0,0,0,0,0,0
389,3/31/2026 0:00:00,214,0,0,644499,0,1,0,1088862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7489928,5740369,6246100,9127386,0,28603783,0,0,0,180000,0,0,0,180000,0,0,0,0,0,165093465,0,0,0,0,0,0,0,0,09/01/2023,497631,186151471,0,0,0,0,0,0,0,0,0,0,0,334980,0,0,0,0,0,0,0,0,0,0
390,3/31/2026 0:00:00,215,0,0,662274,0,1,0,167460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507715,0,507715,0,0,0,0,0,9590,0,9590,0,0,0,0,0,46304175,0,0,0,0,0,0,0,0,01/01/2023,0,54307084,0,0,0,0,0,0,0,0,0,0,0,28288,0,0,0,0,0,0,0,0,0,0
395,3/31/2026 0:00:00,217,0,0,503972,230535,1,0,886718,0,0,0,0,0,0,0,0,0,0,0,0,7472322,7111588,6221958,4020836,0,24826703,0,0,0,0,0,0,0,-920862,0,340829,0,0,0,340829,0,0,0,0,0,118277726,0,0,0,0,0,0,0,0,01/01/2023,56724,129435663,0,0,0,0,0,0,0,0,0,0,0,84305,0,0,0,0,0,0,0,0,0,0
404,3/31/2026 0:00:00,222,0,14926504,1523012,-687439,1,0,2010600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19832,24995,26130,20609,0,91567,0,0,0,388548,0,0,0,388548,0,0,0,0,0,141903652,0,0,0,0,0,0,0,0,Fiscal Year 2022,559175,165793384,0,0,0,0,0,0,0,0,0,0,0,277836,0,0,0,78,832288,0,0,0,0,0
422,3/31/2026 0:00:00,229,0,0,208040,0,1,0,41404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12461,0,0,0,12461,0,0,0,0,0,10079197,0,0,0,0,0,0,0,0,Fiscal Year 2022,25877,11298836,0,0,0,0,0,0,0,0,0,0,0,13216,0,0,0,0,0,0,0,0,0,0
430,3/31/2026 0:00:00,232,0,0,955993,0,1,0,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,497065,494655,0,0,991720,13941000,11180000,10722018,0,0,35843018,0,-8280,0,-26217,0,0,0,-26217,0,0,0,0,0,100987851,0,0,0,0,0,0,0,0,01/01/2023,0,113242413,0,0,0,0,0,0,0,0,0,0,0,258634,0,0,0,0,0,0,0,0,0,0
435,3/31/2026 0:00:00,235,0,128139772,5668082,979086,1,0,17488677,0,0,0,0,0,0,0,0,0,0,0,0,218841217,272274250,172551022,230846268,24158867,918671624,0,0,0,0,0,0,0,-67440809,0,2930167,0,0,0,2930167,0,0,0,0,0,2696363219,0,0,0,0,0,0,0,0,01/01/2023,8334459,2940189866,0,0,0,0,0,0,0,0,0,0,0,2861022,0,0,0,0,0,39,23612943,0,0,0
444,3/31/2026 0:00:00,239,0,0,414821,0,1,0,16799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13888150,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,17167584,0,0,0,0,0,0,0,0,0,0,0,10648,0,0,0,0,0,0,0,0,0,0
452,3/31/2026 0:00:00,240,0,0,165340,0,1,0,48851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9950,0,0,0,9950,0,0,0,0,0,42588703,0,0,0,0,0,0,0,0,01/01/2023,9401,45879051,0,0,0,0,0,0,0,0,0,0,0,33868,0,0,0,0,0,0,0,0,0,0
464,3/31/2026 0:00:00,246,0,79611,1947672,0,1,0,738156,0,0,0,0,0,0,0,0,0,0,0,0,1712955,3407832,240744,0,0,5361532,0,0,0,0,0,0,0,-28468,0,130434,0,0,0,130434,0,0,0,0,0,84420773,0,0,0,0,0,0,0,0,06/01/2023,418000,93925265,0,0,0,0,0,0,0,0,0,0,0,80951,0,0,0,0,0,0,0,0,0,0
473,3/31/2026 0:00:00,252,0,0,786016,86112,1,0,583330,0,0,0,0,0,0,0,0,0,0,0,0,1966700,5715719,28712021,21341044,0,57735484,0,0,0,0,0,0,0,-5476218,0,279400,0,0,0,279400,0,0,0,0,0,141626307,0,0,0,0,0,0,0,0,03/01/2023,52096,168181227,0,0,0,0,0,0,0,0,0,0,0,202155,0,0,0,0,0,0,0,0,0,0
475,3/31/2026 0:00:00,253,0,0,621289,0,1,0,212939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996021,1808248,29459,0,0,2833728,0,0,0,33197,0,0,0,33197,0,0,0,0,0,65768129,0,0,0,0,0,0,0,0,01/01/2023,141994,72738785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,3/31/2026 0:00:00,255,0,5500000,275856,0,1,0,2500793,0,0,0,0,0,0,0,0,0,0,0,0,1317559,3858170,4640608,5193271,31095,15040703,0,0,0,0,0,0,0,-943716,0,600020,0,0,0,600020,0,0,0,0,0,205133155,0,0,0,0,0,0,0,0,01/01/2023,759486,235964029,0,0,0,0,0,0,0,0,0,0,0,173119,0,0,0,0,0,0,0,0,0,0
484,3/31/2026 0:00:00,257,0,0,60799,0,1,0,87426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42919,0,0,0,42919,0,0,0,0,0,15958309,0,0,0,0,0,0,0,0,09/01/2024,0,19789673,0,0,0,0,0,0,0,0,0,0,0,6842,0,0,0,0,0,0,0,0,0,0
489,3/31/2026 0:00:00,259,0,0,3887958,0,1,0,1607523,0,0,0,0,0,0,0,0,0,0,0,0,1105646,1200779,60242,188743,847161,3402571,0,0,0,0,0,0,0,21679,0,119561,0,0,0,119561,0,0,0,0,0,238506271,0,0,0,0,0,0,0,0,01/01/2023,0,265163013,0,0,0,0,0,0,0,0,0,0,0,511771,0,0,0,0,0,0,0,0,0,0
490,3/31/2026 0:00:00,260,0,0,1204685,0,1,0,219536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725,0,0,0,21725,0,0,0,0,0,69767655,0,0,0,0,0,0,0,0,Fiscal Year 2022,54465,78532310,0,0,0,0,0,0,0,0,0,0,0,118729,0,0,0,0,0,0,0,0,0,0
511,3/31/2026 0:00:00,271,0,12810705,858898,621,1,0,458143,0,0,0,0,0,0,0,0,0,0,0,0,3500850,0,3966200,0,0,7467050,4497846,0,2000000,0,0,6497846,0,-34714,0,66232,0,0,0,66232,0,0,0,0,0,144132108,0,0,0,6,97260,97260,0,0,01/01/2023,127797,163840465,0,0,0,0,0,0,0,0,0,0,0,242714,0,0,0,0,0,0,0,0,0,0
514,3/31/2026 0:00:00,272,0,0,130,0,1,0,20992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13630,0,0,0,-13630,0,0,0,0,0,9212267,0,0,0,0,0,0,0,0,01/01/2023,14586,11650978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,3/31/2026 0:00:00,274,0,0,227144,920,1,0,100105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,0,0,0,0,30961192,0,0,0,0,0,0,0,0,01/01/2023,0,33706721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,3/31/2026 0:00:00,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093322,0,0,0,0,0,0,0,0,,0,2509419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,3/31/2026 0:00:00,277,0,123769235,4786229,1948667,1,0,4889751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795000,0,0,0,795000,0,0,0,0,0,1044582672,0,0,0,0,0,0,0,0,07/01/2023,0,1163168944,0,0,0,0,0,0,0,0,0,0,0,1595558,0,0,0,0,0,0,0,0,0,0
538,3/31/2026 0:00:00,282,0,0,263440,0,1,0,52918,0,0,0,0,0,0,0,0,0,0,0,0,0,1212342,4096929,0,0,5309270,0,0,0,0,0,0,0,25610,0,27818,0,0,0,27818,0,0,0,0,0,27374410,0,0,0,0,0,0,0,0,01/01/2023,12883,29921393,0,0,0,0,0,0,0,0,0,0,0,13445,0,0,0,0,0,0,0,0,0,0
566,3/31/2026 0:00:00,290,0,200786473,19955572,3345288,1,0,28372686,59023,97494,84607,33998086,492808,34732018,503941,0,0,0,0,503941,106116043,26509184,118913640,64333603,0,315872470,0,0,0,0,0,0,0,-16605357,0,4477337,0,0,-2462,4474875,0,0,0,0,25430,3505589164,0,0,0,0,0,0,0,0,01/01/2023,3888630,3935777489,0,0,0,0,0,0,0,0,0,0,0,3099104,0,-424405,0,0,0,0,0,0,0,0
567,3/31/2026 0:00:00,291,0,0,722304,32772,1,0,11237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15198231,0,0,0,0,0,0,0,0,03/01/2023,0,16812802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,3/31/2026 0:00:00,293,0,0,57730,7306,1,0,154607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141741,0,0,0,141741,0,0,0,0,0,14274790,0,0,0,0,0,0,0,0,01/01/2023,70212,16222931,0,0,0,0,0,0,0,0,0,0,0,29258,0,0,0,0,0,0,0,0,0,0
594,3/31/2026 0:00:00,302,0,11073332,1298556,0,1,0,1507580,0,0,5470364,0,0,5470364,0,0,0,0,0,0,32666193,14440966,22970107,27697110,2436020,100210394,0,0,0,0,0,0,0,-302292,0,-58496,0,0,2413,-56083,0,0,0,0,13439,340215177,0,0,0,0,0,0,0,0,10/01/2023,283228,381401536,0,0,0,0,0,0,0,0,0,0,0,416377,0,128059,0,0,0,0,0,0,0,0
606,3/31/2026 0:00:00,307,0,0,1822707,651572,1,0,142262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43100000,84000000,146350000,0,0,273450000,0,0,0,5000,0,0,0,5000,0,0,0,0,0,380967747,0,0,0,0,0,0,0,0,01/01/2023,84432,429481356,0,0,0,0,0,0,0,0,0,0,0,256809,0,0,0,0,0,0,0,0,0,0
609,3/31/2026 0:00:00,309,0,0,407388,0,1,0,184928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12598,0,0,0,12598,0,0,0,0,0,21913052,0,0,0,0,0,0,0,0,03/01/2023,58274,24731071,0,0,0,0,0,0,0,0,0,0,0,37118,0,0,0,0,0,0,0,0,0,0
613,3/31/2026 0:00:00,311,0,8000000,532939,68676,1,0,228519,0,0,0,0,0,0,0,0,0,0,0,0,0,182827,417649,785294,0,1385770,8155000,9089000,2960000,0,0,20204000,0,-204949,0,0,0,0,0,0,0,0,0,0,0,68822543,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,77010661,0,0,0,0,0,0,0,0,0,0,0,47629,0,0,0,0,0,0,0,0,0,0
616,3/31/2026 0:00:00,314,0,0,637806,0,1,0,509600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,2000000,0,0,0,2750000,0,0,0,132327,0,0,0,132327,0,0,0,0,0,37167612,0,0,0,0,0,0,0,0,01/01/2023,0,43041943,0,0,0,0,0,0,0,0,0,0,0,59937,0,0,0,0,0,0,0,0,0,0
619,3/31/2026 0:00:00,316,0,875870660,3194330,0,1,0,32906322,0,0,0,0,0,0,0,0,0,0,0,0,2348714,8169966,69226,12977191,0,23565097,0,0,0,0,0,0,0,248317,0,1000000,0,0,0,1000000,0,0,0,0,0,1888758537,0,0,0,0,0,0,0,0,03/01/2023,53763497,2135201492,0,0,0,0,0,0,0,0,0,0,0,201409,0,0,0,0,0,0,0,0,0,0
620,3/31/2026 0:00:00,317,0,0,288165,0,1,0,295613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17108767,0,0,0,0,0,0,0,0,01/01/2023,0,19592937,0,0,0,0,0,0,0,0,0,0,0,10382,0,0,0,0,0,0,0,0,0,0
624,3/31/2026 0:00:00,321,0,291310947,1542503,0,1,0,9493542,0,0,0,0,0,0,0,0,0,0,0,0,11612665,7296798,16683782,35151232,0,70744477,0,0,0,0,0,0,0,-5410365,0,1759537,0,0,0,1759537,0,0,0,0,0,1438823932,0,0,0,0,0,0,0,0,01/01/2023,1729122,1548896589,0,0,0,0,0,0,0,0,0,0,0,1044436,0,0,0,24,1108350,0,0,0,0,0
640,3/31/2026 0:00:00,328,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5647930,0,0,0,0,0,0,0,0,,0,6731060,0,0,0,0,0,0,0,0,0,0,0,2322,0,0,0,0,0,0,0,0,0,0
644,3/31/2026 0:00:00,330,0,15686193,568194,0,1,0,1016400,0,0,0,0,0,0,0,0,0,0,0,0,0,1969378,7097637,5713842,0,14780857,0,0,0,0,0,0,0,-923792,0,501496,0,0,0,501496,0,0,0,0,0,142112856,0,0,0,0,0,0,0,0,12/01/2025,0,155463245,0,0,0,0,0,0,0,0,0,0,0,191170,0,0,0,0,0,0,0,0,0,0
649,3/31/2026 0:00:00,335,0,0,781742,0,1,0,862153,0,0,0,0,1023165,1023165,0,0,0,0,0,0,21895801,0,0,0,0,21895800,6372000,2492000,250000,0,0,9114000,0,-148048,0,85000,0,0,0,85000,0,0,0,0,0,80148324,0,0,0,0,0,0,0,0,Fiscal Year 2022,594667,104224049,0,0,0,0,0,0,0,0,0,0,0,92431,0,0,0,0,0,0,0,0,0,0
663,3/31/2026 0:00:00,341,0,0,207362,0,1,0,7288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2441331,3474000,987000,0,0,6902331,0,0,0,0,0,0,0,0,0,0,0,0,0,18773220,0,0,0,0,0,0,0,0,01/01/2023,0,22875326,0,0,0,0,0,0,0,0,0,0,0,20494,0,0,0,0,0,0,0,0,0,0
665,3/31/2026 0:00:00,342,0,18450000,2277683,-723816,1,0,2526080,0,0,0,0,0,0,0,0,0,0,0,0,18246188,7535439,10786956,11915876,2426026,50910484,0,0,0,0,0,0,0,-1049668,0,399545,0,0,0,399545,0,0,0,0,2127,277160650,0,0,0,0,0,0,0,0,04/01/2023,577645,306394667,0,0,0,0,0,0,0,0,0,0,0,554192,0,0,0,0,0,0,0,0,0,0
687,3/31/2026 0:00:00,352,0,0,961828,0,1,0,710140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219450,0,0,0,219450,0,0,0,0,0,117863222,0,0,0,0,0,0,0,0,01/01/2023,0,128888743,0,0,0,0,0,0,0,0,0,0,0,270087,0,0,0,0,0,0,0,0,0,0
690,3/31/2026 0:00:00,353,0,0,2750,0,1,0,197098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19534109,25987894,9000000,0,0,54522003,0,0,0,7000,0,0,0,7000,0,0,0,0,0,171968342,0,0,0,0,0,0,0,0,03/01/2023,0,195646803,0,0,0,0,0,0,0,0,0,0,0,14707,0,0,0,0,0,0,0,0,0,0
716,3/31/2026 0:00:00,364,0,0,241035,0,1,0,122690,0,0,0,0,0,0,0,0,0,0,0,0,11526913,7584913,4980034,2987108,0,27078968,0,0,0,0,0,0,0,-938922,0,61108,0,0,0,61108,0,0,0,0,0,65424187,0,0,0,0,0,0,0,0,03/01/2023,16237,73167299,0,0,0,0,0,0,0,0,0,0,0,16825,0,0,0,0,0,0,0,0,0,0
761,3/31/2026 0:00:00,375,0,0,3015087,1207640,1,0,1347393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9192961,9967173,14766349,9577598,0,43504081,0,0,0,165618,0,0,-4849,160769,0,0,0,0,6319,175101243,0,0,0,0,0,0,0,0,01/01/2023,78527,190425926,0,0,0,0,0,0,0,0,0,0,0,312337,0,0,0,0,0,0,0,0,0,0
770,3/31/2026 0:00:00,378,0,0,803667,139990,1,0,574855,0,0,0,0,0,0,0,0,0,0,0,0,2131244,1815414,9335,504,0,3956498,0,0,0,0,0,0,0,-19035,0,77676,0,0,0,77676,0,0,0,0,0,105438524,0,0,0,0,0,0,0,0,01/01/2023,0,119817212,0,0,0,0,0,0,0,0,0,0,0,124258,0,0,0,0,0,0,0,0,0,0
785,3/31/2026 0:00:00,386,0,0,1669258,0,1,0,88609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,500000,0,0,0,1500,0,0,0,1500,0,0,0,0,0,84156464,0,0,0,0,0,0,0,0,01/01/2023,0,97177132,0,0,0,0,0,0,0,0,0,0,0,47685,0,0,0,0,0,0,0,0,0,0
794,3/31/2026 0:00:00,390,0,886824,916533,0,1,0,203277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6615000,9360000,3600000,0,0,19575000,0,0,0,19319,0,0,0,19319,0,0,0,0,0,111788846,0,0,0,0,0,0,0,0,01/01/2023,130123,130624064,0,0,0,0,0,0,0,0,0,0,0,35118,0,0,0,0,0,0,0,0,0,0
795,3/31/2026 0:00:00,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5249064,0,0,0,0,0,0,0,0,,0,5970878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,3/31/2026 0:00:00,393,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,475000,0,0,0,1475000,0,0,0,0,0,0,0,0,0,0,0,0,0,5210792,0,0,0,0,0,0,0,0,,0,6058255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,3/31/2026 0:00:00,398,0,114208697,10380717,4538360,1,0,46882667,0,0,0,0,1215045,1215045,0,0,0,0,0,0,24553148,68764108,99303658,14030030,16291808,222942752,1239339,99136,0,0,0,1338475,0,-12787556,0,4183344,1668,0,0,4185012,0,0,0,0,0,1377217959,4,106642,50943,1,45624,0,1,50943,01/01/2023,2643352,1484871428,0,0,0,0,0,0,0,0,0,0,0,2883585,0,103745,0,0,0,0,0,0,0,-1736
817,3/31/2026 0:00:00,401,0,0,200,39670,1,0,242678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459000,8580000,245000,0,0,12284000,0,0,0,0,0,0,0,0,0,0,0,0,0,39561928,0,0,0,0,0,0,0,0,01/01/2023,167531,44584742,0,0,0,0,0,0,0,0,0,0,0,28202,0,0,0,0,0,0,0,0,0,0
818,3/31/2026 0:00:00,402,0,0,394704,0,1,0,65396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26939596,0,0,0,0,0,0,0,0,01/01/2023,0,32143439,0,0,0,0,0,0,0,0,0,0,0,21645,0,0,0,0,0,0,0,0,0,0
832,3/31/2026 0:00:00,409,0,0,2667496,0,1,0,1031131,22105,0,0,456826,380862,859793,0,0,0,0,0,0,17060,80150,132883,231884,16459,478436,0,0,0,0,0,0,0,0,0,110039,0,0,0,110039,0,0,0,0,0,125045537,0,0,0,0,0,0,0,0,03/01/2023,0,138112567,0,0,0,0,0,0,0,0,0,0,0,56954,0,-14119,0,0,0,0,0,0,0,0
839,3/31/2026 0:00:00,414,0,0,186010,0,1,0,61923,0,0,0,0,0,0,0,0,0,0,0,0,3625241,6759484,3660023,1075689,0,15120437,999733,1997334,500000,0,0,3497067,0,-709619,0,0,0,0,0,0,0,0,0,0,0,41915509,0,0,0,0,0,0,0,0,01/01/2023,32092,52154518,0,0,0,0,0,0,0,0,0,0,0,32990,0,0,0,0,0,0,0,0,0,0
841,3/31/2026 0:00:00,416,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7329948,0,0,0,0,0,0,0,0,,0,9000664,0,0,0,0,0,0,0,0,0,0,0,4818,0,0,0,0,0,0,0,0,0,0
845,3/31/2026 0:00:00,418,0,0,330780,0,1,0,332705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,250000,0,0,0,750000,0,0,0,18793,0,0,0,18793,0,0,0,0,0,45839268,0,0,0,0,0,0,0,0,01/01/2023,137397,59004354,0,0,0,0,0,0,0,0,0,0,0,15836,0,0,0,0,0,0,0,0,0,0
850,3/31/2026 0:00:00,420,0,0,763975,0,1,0,466177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124732,0,0,0,124732,0,0,0,0,0,103865828,0,0,0,0,0,0,0,0,01/01/2023,379655,118810606,0,0,0,0,0,0,0,0,0,0,0,73252,0,0,0,0,0,0,0,0,0,0
851,3/31/2026 0:00:00,421,0,0,185158,0,1,0,20140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19355278,0,0,0,0,0,0,0,0,01/01/2023,-217,21170731,0,0,0,0,0,0,0,0,0,0,0,4637,0,0,0,0,0,0,0,0,0,0
854,3/31/2026 0:00:00,423,0,3974088,1295453,60500,1,0,714388,0,0,0,0,0,0,0,0,0,0,0,0,1657429,5249100,7588663,8405506,2703268,25603966,4218000,4218000,494000,0,0,8930000,0,-800952,0,79000,0,0,0,79000,0,0,0,0,0,166664276,0,0,0,0,0,0,0,0,10/01/2023,98130,177855617,0,0,0,0,0,0,0,0,0,0,0,374826,0,0,-574,0,0,0,0,0,0,0
